པ,1113245,0.05914367123483296
དང,541342,0.028760024319540573
པར,474941,0.025232320252902823
དེ,449873,0.02390052576874633
བ,374338,0.019887557188853218
ལ,362883,0.019278984274539647
པའི,277805,0.014759022126659244
དག,271312,0.014414066741880718
ཀྱི,256940,0.013650521571691748
མ,242293,0.0128723664013774
ནི,219906,0.011683006136625072
ན,211502,0.011236524532793448
དུ,207916,0.011046010131158487
སེམས,200586,0.010656587218725621
ཡང,185678,0.009864565830110457
པོ,180419,0.00958516950044
བར,178107,0.009462339244840438
ཏུ,166146,0.008826883930296167
མི,165026,0.008767381384330981
སུ,160634,0.008534046400510361
ནས,151252,0.008035606323505567
རྣམས,141213,0.007502261628019409
རྣམ,139864,0.00743059293649527
འདི,137282,0.007293418317136245
མེད,134628,0.0071524185341080284
ལྡན,134478,0.007144449443130548
ཤེས,133938,0.007115760715611619
ཉིད,133916,0.0071145919156015884
ཏེ,131943,0.007009771805611132
ཡིན,131774,0.007000793296443171
བཞིན,121204,0.006439238018896734
བའི,121078,0.00643254398247565
གང,117723,0.00625430198094601
བྱ,116260,0.006176576780278986
ཆོས,110918,0.005892770886934325
རབ,108516,0.0057651591767482755
བྱེད,105996,0.005631278448326608
བྱང,104329,0.005542715283930211
ཆུབ,101182,0.005375523755222676
འགྱུར,100235,0.005325212227518185
ཀྱིས,99933,0.005309167791016858
སོ,97163,0.0051620052442993905
འདས,96979,0.005152229826033681
ཅད,95750,0.005086936407291527
ཐམས,95241,0.005059894625241278
ཞེས,93701,0.004978078624539147
བུ,92602,0.004919691751310809
གྱི,91296,0.004850307532533548
བཅོམ,91049,0.0048371850960572975
ལས,89096,0.0047334275315305055
དཔའ,88088,0.004679875240161838
སྟེ,85840,0.0045604451300460015
ཆེན,84798,0.004505086511389106
དགེ,84181,0.004472306983835071
པས,81107,0.00430899374606991
ཀྱང,79268,0.0042112926906860025
སྟོང,79065,0.004200507854229813
གི,76114,0.004043729271066185
བདག,75365,0.004003936943451968
དོ,74403,0.0039528285066497285
གནས,74186,0.0039412998883689735
ལྟར,74085,0.00393593403377747
ཅན,73445,0.0039019325789402216
ལྟ,71618,0.0038048690508345126
ཡོངས,71392,0.003792862287095109
རྒྱས,69771,0.0037067429772651398
ཕྱིར,68748,0.0036523937767987246
སངས,63345,0.003365347119789888
མྱེད,63004,0.0033472307196344164
གྱུར,62527,0.0033218890103260293
གིས,61689,0.0032773683553985068
མྱི,61035,0.003242623118736693
རོལ,60979,0.0032396479914384335
ཕ,60265,0.003201715118385628
ཕྱིན,60059,0.0031907709001098884
གྱིས,55689,0.0029586047162992986
གཤེགས,52957,0.0028134610059627925
རྒྱལ,51586,0.0027406235144286236
རོ,49694,0.0026401067135660068
བྱས,48577,0.002580763549420371
ཚེ,47984,0.0025492590764227326
སྤྱོད,47911,0.0025453807854803586
སློང,44692,0.0023743640931036336
བྱའོ,44358,0.0023566195838604443
ཇི,44216,0.0023490755110684297
ཞིང,43591,0.002315870965328929
མངོན,41972,0.002229857910045326
གཞན,41706,0.0022157260553785944
ཅེས,41605,0.002210360200787091
རྟེན,41081,0.0021825215096390937
ཀུན,40961,0.0021761462368571093
དེའི,39735,0.0021110121999345045
མཐོང,39259,0.002085723617899301
འཇིག,39149,0.0020798796178491488
གཉིས,38859,0.00206447270862602
ངོ,37798,0.0020081046717786437
རྫོགས,37680,0.002001835653543026
ཅིང,37526,0.001993654053472813
སྐྱེ,36896,0.001960183871367396
རང,36477,0.0019379235439036348
བོ,35927,0.0019087035436528741
ནོ,35571,0.0018897902343996543
དེས,34954,0.0018570107068456192
ཡོད,34673,0.0018420819430811396
མོ,34478,0.0018317221248104153
ལགས,34001,0.0018063804155020282
དགའ,33852,0.0017984644517977312
ཅིག,33126,0.001759894051466727
ཁམས,32646,0.0017343929603387904
ཡིད,32229,0.0017122388874213955
སྨྲས,31934,0.001696566341832351
ཤིང,31644,0.0016811594326092227
ཞིག,31160,0.0016554458323885532
མཚན,30968,0.0016452453959373786
ཚུལ,30727,0.0016324417231002271
ཏོ,30318,0.0016107126683682978
འཛིན,30276,0.0016084813228946033
ལྷ,29055,0.0015436129223379146
བས,29021,0.0015418065950496857
འདུ,28825,0.0015313936495057782
སྐད,28511,0.001514711685726253
ལུས,28474,0.0015127459766184745
རིགས,28409,0.0015092927038615664
ཞེ,28063,0.0014909106673401788
འདུས,28031,0.0014892105945983165
བྱུང,28017,0.0014884668127737517
པའོ,27947,0.0014847479036509275
གཅིག,27148,0.0014422992123775495
གསོལ,26126,0.0013880031391843178
འབྱོར,25975,0.0013799809209336545
ཐོས,25443,0.0013517172116001913
སྐྱེས,25361,0.0013473607751991689
སྟོན,25161,0.0013367353205625285
ལམ,25160,0.0013366821932893453
འདོད,25124,0.00133476961145475
མཆིས,24974,0.00132680052047727
འཁོར,24556,0.0013045933202866919
པོའི,24490,0.0013010869202566004
རྗེས,24458,0.001299386847514738
གཟུགས,23866,0.001267935501790283
ལོ,23824,0.0012657041563165885
མཁྱེན,23556,0.0012514660471034905
ཁྱོད,23200,0.0012325527378502707
བསམ,22948,0.001219164665008104
སྦྱིན,22885,0.0012158176467975625
འབྱུང,22659,0.0012038108830581588
བསྟན,22628,0.0012021639375894796
སྩལ,22269,0.0011830912465167103
རེག,22069,0.0011724657918800701
ཚོགས,22024,0.001170075064586826
ཅི,22017,0.0011697031736745435
སྙམ,21896,0.0011632747736193762
ཤིན,21561,0.0011454771371030039
བཀའ,21506,0.0011425551370779277
འགྲོ,21102,0.0011210917187119145
དབང,20735,0.0011015940094536796
ཆགས,20535,0.0010909685548170392
འཇུག,19913,0.001057923390897088
ངན,19838,0.0010539388454083479
བདེ,19829,0.001053460699949699
དོན,19686,0.0010458634998845014
དམ,19368,0.0010289690270122434
ཉེ,19012,0.0010100557177590236
འོད,18969,0.001007771245012146
གསུམ,18884,0.0010032554267915739
བཞི,18884,0.0010032554267915739
རྒྱ,18752,0.0009962426267313912
བླ,18732,0.0009951800812677272
སྡུག,18645,0.0009905580085007887
ནམ,18612,0.000988804808485743
མཐའ,18483,0.00098195139024511
གོ,18306,0.0009725478628916835
ཡི,18294,0.000971910335613485
དམྱིགས,18287,0.0009715384447012026
ནང,18202,0.0009670226264806305
ཕྱོགས,17992,0.0009558658991121583
འམ,17922,0.0009521469899893342
ཆེ,17882,0.0009500218990620062
དུས,17831,0.0009473124081296628
ཚོར,17727,0.00094178717171861
ཐོབ,17697,0.0009401933535231139
འཚལ,17579,0.0009339243352874962
ཅིའི,17484,0.000928877244335092
ས,17401,0.0009244676806608863
འཕགས,17361,0.0009223425897335583
རིག,17353,0.0009219175715480926
གལ,17292,0.0009186768078839173
ལག,17217,0.0009146922623951772
རྟག,17051,0.0009058731350467658
རྟོག,17039,0.0009052356077685674
མང,17010,0.0009036949168462545
ཐ,16931,0.0008994978622647817
ཁ,16899,0.0008977977895229192
བྱིན,16805,0.0008928038258436983
དད,16698,0.0008871192076130958
ཚད,16533,0.0008783532075378675
མཆོག,15918,0.0008456799345301987
ཁྱིམ,15873,0.0008432892072369547
དངོས,15812,0.0008400484435727793
དམིགས,15520,0.0008245352798032845
ཏིང,15463,0.0008215070252318421
རྩ,15390,0.0008176287342894685
ཕྱག,15359,0.0008159817888207892
སོང,15220,0.0008085970978483242
བརྒྱ,14902,0.0007917026249760662
མའི,14883,0.0007906932067855854
སྣང,14608,0.000776083206660205
ངེ,14541,0.0007725236793569305
བཅུ,14418,0.0007659890247553967
སྙིང,14330,0.000761313824715275
ཤིག,14284,0.0007588699701488478
ལེགས,14258,0.0007574886610460845
འདུན,14000,0.0007437818245648186
རིན,13823,0.0007343782972113919
སྣ,13802,0.0007332626244745447
ཞུགས,13788,0.0007325188426499799
ལྔ,13712,0.0007284811698880565
བརྩོན,13581,0.0007215214971010572
ཕྱི,13551,0.0007199276789055612
སྟོབས,13523,0.0007184401152564316
བརྗོད,13501,0.0007172713152464012
ཡུལ,13422,0.0007130742606649282
འབྲས,13374,0.0007105241515521346
མེ,13235,0.0007031394605796695
བསྔལ,13210,0.0007018112787500895
བརྒྱད,13147,0.0006984642605395478
པོས,13137,0.0006979329878077158
ཙམ,13130,0.0006975610968954334
བཅས,13127,0.0006974017150758838
སྒྲ,13033,0.0006924077513966629
རྒྱུ,12964,0.000688741969547022
དང༌,12962,0.0006886357150006556
ལྷའི,12936,0.0006872544058978923
ཚིག,12908,0.0006857668422487627
མཛད,12874,0.0006839605149605339
མཉམ,12865,0.000683482369501885
བྲལ,12845,0.000682419824038221
ར,12748,0.0006772664785394505
སྙོམས,12708,0.0006751413876121225
ཁྲིམས,12696,0.000674503860333924
ཉན,12682,0.0006737600785093592
འདུག,12657,0.0006724318966797792
བགྱི,12643,0.0006716881148552144
ཡེ,12641,0.000671581860308848
མཁས,12484,0.0006632408784190854
དགྲ,12399,0.0006587250601985133
དེར,12355,0.0006563874601784523
བྱེ,12253,0.0006509684783137658
གཏན,12220,0.0006492152782987202
ཤ,12208,0.0006485777510205218
གྲངས,12190,0.0006476214601032242
ཟད,12169,0.000646505787366377
བསྐྱེད,12148,0.0006453901146295297
བཙུན,12067,0.0006410868055016904
